	model_type	index	variable	value	z_score
2302	real	vae_2	NK-cells_IRIS_2	-0.9848477393388748	-0.49118948347396596
2297	real	vae_2	NK-cells_FANTOM_3	-0.46703848242759705	-0.4894308325358144
1572	real	vae_1_two	CD8+-Tem_NOVERSHTERN_1	-0.24519389122724533	-0.48825584781048825
1185	real	vae_1_three	GMP_NOVERSHTERN_1	-0.26530908048152924	-0.48605609955757395
1786	real	vae_1_two	Monocytes_FANTOM_2	-2.2654436139273457	-0.48062537242579395
2407	real	vae_2	iDC_HPCA_2	-0.4118629992008209	-0.4790071030539481
552	real	vae_0_two	CD4+-naive-T-cells_FANTOM_1	-0.7689573252573609	-0.4775878743449696
958	real	vae_0_two	naive-B-cells_BLUEPRINT_2	-0.8529321923851967	-0.47042373999404896
2301	real	vae_2	NK-cells_IRIS_1	-0.4655558951199055	-0.46423794221989856
1412	real	vae_1_three	Tregs_FANTOM_3	-0.40896955877542496	-0.46209808520908047
2402	real	vae_2	cDC_HPCA_3	-0.6403317227959633	-0.45973935991721465
601	real	vae_0_two	CLP_BLUEPRINT_2	-0.6664065644145012	-0.4594960287220485
71	real	vae_0_three	CD4+-naive-T-cells_IRIS_3	-1.6405952777713537	-0.45512348984881024
1813	real	vae_1_two	NK-cells_IRIS_2	-0.27130236104130745	-0.4550912114607007
693	real	vae_0_two	GMP_HPCA_1	-2.424849322065711	-0.4507677715357551
67	real	vae_0_three	CD4+-naive-T-cells_HPCA_2	-0.8100522756576538	-0.44985217993307874
16	real	vae_0_three	B-cells_FANTOM_2	-0.377636581659317	-0.44727644734253813
1948	real	vae_1_two	pDC_NOVERSHTERN_2	-0.07415049895644188	-0.44565097813176097
279	real	vae_0_three	Macrophages_HPCA_1	-3.8583667502971366	-0.4455694363252196
1585	real	vae_1_two	CMP_HPCA_2	-0.7535851877182722	-0.4426514434884036
1056	real	vae_1_three	CD8+-T-cells_FANTOM_1	-1.7184245944954455	-0.43836144261745674
1543	real	vae_1_two	CD8+-T-cells_BLUEPRINT_2	-0.5456222387729213	-0.437936399954039
620	real	vae_0_two	Chondrocytes_HPCA_3	-0.6500078197568655	-0.43733907660089477
1973	real	vae_2	B-cells_FANTOM_3	-1.3875057138502598	-0.4335256112218885
43	real	vae_0_three	CD4+-Tcm_HPCA_2	-2.2642666050232947	-0.433246802968157
651	real	vae_0_two	Eosinophils_BLUEPRINT_1	-0.6839284969028087	-0.43308684616294174
1323	real	vae_1_three	NK-cells_IRIS_1	-0.6140034552663564	-0.4311978808765177
1601	real	vae_1_two	Class-switched-memory-B-cells_BLUEPRINT_3	-0.20639832504093647	-0.4307207263909723
1070	real	vae_1_three	CD8+-Tcm_BLUEPRINT_3	-0.4921410530805588	-0.4291246795727016
1804	real	vae_1_two	NK-cells_BLUEPRINT_2	-0.2782981737400405	-0.42281998235548157
1856	real	vae_1_two	Plasma-cells_HPCA_3	0.032187839504331336	-0.4176912160042005
975	real	vae_0_two	pro-B-cells_NOVERSHTERN_1	-2.412333743646741	-0.41728704742695716
2330	real	vae_2	Osteoblast_FANTOM_3	-2.4593218837399036	-0.4164408011084152
528	real	vae_0_two	CD4+-Tcm_BLUEPRINT_1	-2.1099750511348248	-0.41345745299462844
1574	real	vae_1_two	CD8+-Tem_NOVERSHTERN_3	-0.3115004524588585	-0.41237031909556376
29	real	vae_0_three	Basophils_NOVERSHTERN_3	-0.18623237311840057	-0.40840260091121006
2408	real	vae_2	iDC_HPCA_3	-0.550442636013031	-0.4039685884200124
725	real	vae_0_two	MEP_BLUEPRINT_3	-0.582225002348423	-0.4038148608065708
468	real	vae_0_three	naive-B-cells_BLUEPRINT_1	-0.20334673672914505	-0.40381090074369896
1058	real	vae_1_three	CD8+-T-cells_FANTOM_3	-1.1425680182874203	-0.4037399500546922
303	real	vae_0_three	Memory-B-cells_HPCA_1	-0.7876398600637913	-0.40331326559412567
812	real	vae_0_two	Monocytes_HPCA_3	-4.578814637832693	-0.40198143756245786
2299	real	vae_2	NK-cells_HPCA_2	-1.6025553462095559	-0.40111393869340956
305	real	vae_0_three	Memory-B-cells_HPCA_3	-0.4428574778139591	-0.3995535579385007
1757	real	vae_1_two	Megakaryocytes_BLUEPRINT_3	0.0	-0.39791234077952087
240	real	vae_0_three	MEP_NOVERSHTERN_1	-1.2744921068660915	-0.3971335657595867
785	real	vae_0_two	Melanocytes_ENCODE_3	-0.5020018229261041	-0.3950576072216735
1123	real	vae_1_three	DC_HPCA_2	-0.4356812611222267	-0.3943451013664256
1100	real	vae_1_three	CMP_NOVERSHTERN_3	-1.3715175949037075	-0.3874827269799484
1780	real	vae_1_two	Mesangial-cells_FANTOM_2	-0.48489377653459087	-0.3865166326673865
98	real	vae_0_three	CD8+-Tcm_NOVERSHTERN_3	-0.45465138461440807	-0.3833627410442601
294	real	vae_0_three	Melanocytes_ENCODE_1	-0.4895155169069767	-0.38304331800374364
874	real	vae_0_two	Plasma-cells_BLUEPRINT_2	-5.521577952429652	-0.3823464493590099
554	real	vae_0_two	CD4+-naive-T-cells_FANTOM_3	-0.292795954272151	-0.377294673537416
1567	real	vae_1_two	CD8+-Tem_BLUEPRINT_2	0.06342751253396273	-0.373533490903473
118	real	vae_0_three	CMP_HPCA_2	-2.110889380797744	-0.37293488317614915
2369	real	vae_2	Smooth-muscle_ENCODE_3	-2.3896046043373644	-0.3719221610616402
1904	real	vae_1_two	Tregs_HPCA_3	0.03961415961384773	-0.3678381597758829
32	real	vae_0_three	CD4+-T-cells_BLUEPRINT_3	-0.7157503683120012	-0.3664757125803669
1318	real	vae_1_three	NK-cells_FANTOM_2	-0.5585065773921086	-0.3624847022091089
556	real	vae_0_two	CD4+-naive-T-cells_HPCA_2	-0.9124020040035248	-0.3624635992409255
1110	real	vae_1_three	Class-switched-memory-B-cells_BLUEPRINT_1	-0.4025487396866083	-0.36181272406146836
1705	real	vae_1_two	MEP_HPCA_2	-0.34672677726484835	-0.3615926645446303
876	real	vae_0_two	Plasma-cells_HPCA_1	-0.7967235092073679	-0.36153644521909756
885	real	vae_0_two	Preadipocytes_ENCODE_1	-1.4002017918974161	-0.36015567968617374
1486	real	vae_1_two	B-cells_HPCA_2	-0.25656999088823795	-0.35806241647993164
2070	real	vae_2	CMP_BLUEPRINT_1	-0.7938082069158554	-0.35419762689886464
538	real	vae_0_two	CD4+-Tem_BLUEPRINT_2	-0.3042201027274132	-0.34990174486664044
1852	real	vae_1_two	Plasma-cells_BLUEPRINT_2	-2.079595848917961	-0.3497191179109635
1604	real	vae_1_two	Class-switched-memory-B-cells_NOVERSHTERN_3	-0.29624534398317337	-0.34964867102165886
130	real	vae_0_three	Chondrocytes_HPCA_2	-0.49343813210725784	-0.3487849488691054
262	real	vae_0_three	Macrophages-M1_BLUEPRINT_2	-0.2261894755065441	-0.34869651964787435
34	real	vae_0_three	CD4+-T-cells_FANTOM_2	-0.29095344990491867	-0.3443350056844949
1793	real	vae_1_two	Monocytes_IRIS_3	-0.6572031561518088	-0.34378183413185426
769	real	vae_0_two	Macrophages_HPCA_2	-2.694451054558158	-0.34305895085813287
640	real	vae_0_two	Endothelial-cells_BLUEPRINT_2	-0.41841883212327957	-0.339496788821444
170	real	vae_0_three	Eosinophils_NOVERSHTERN_3	-0.43191325943917036	-0.33640554331189765
1057	real	vae_1_three	CD8+-T-cells_FANTOM_2	-0.5276898220181465	-0.33576332804079867
1086	real	vae_1_three	CD8+-naive-T-cells_HPCA_1	-2.1887939837761223	-0.335073953528475
1935	real	vae_1_two	naive-B-cells_BLUEPRINT_1	-0.16255494207143784	-0.3345192083140232
281	real	vae_0_three	Macrophages_HPCA_3	-3.359108910080977	-0.32741080158761016
2166	real	vae_2	HSC_BLUEPRINT_1	-0.42115331161767244	-0.327136709959815
1496	real	vae_1_two	Basophils_NOVERSHTERN_3	0.07806348148733377	-0.32570515015281054
959	real	vae_0_two	naive-B-cells_BLUEPRINT_3	-0.44444508850574493	-0.3242898801109546
216	real	vae_0_three	HSC_NOVERSHTERN_1	-0.33606549352407455	-0.32394337616604507
1493	real	vae_1_two	Basophils_FANTOM_3	0.0	-0.3211896735462662
539	real	vae_0_two	CD4+-Tem_BLUEPRINT_3	-0.6740485499467468	-0.31964687573424677
1125	real	vae_1_three	DC_IRIS_1	-0.3200856149196625	-0.3188432695757161
353	real	vae_0_three	NKT_NOVERSHTERN_3	-0.15086157247424126	-0.3166305898301992
2099	real	vae_2	DC_FANTOM_3	-1.4445321783423424	-0.31447500746818513
699	real	vae_0_two	HSC_BLUEPRINT_1	-0.41984259244054556	-0.3140883997168104
2230	real	vae_2	Macrophages_BLUEPRINT_2	-5.536176637047902	-0.31075159258602847
752	real	vae_0_two	Macrophages-M1_BLUEPRINT_3	-4.613011578680016	-0.31030409741552856
261	real	vae_0_three	Macrophages-M1_BLUEPRINT_1	-0.4072180986404419	-0.3095483519656587
2021	real	vae_2	CD4+-naive-T-cells_FANTOM_3	-0.5032368628308177	-0.30356631540301837
295	real	vae_0_three	Melanocytes_ENCODE_2	-0.8181877658353187	-0.3018583901113459
654	real	vae_0_two	Eosinophils_FANTOM_1	-0.9954059403389692	-0.301270981052228
1464	real	vae_1_three	pro-B-cells_NOVERSHTERN_1	-1.5367604033090174	-0.3001603421240018
2436	real	vae_2	pDC_NOVERSHTERN_1	-0.3082032985985279	-0.29834637114291723
1943	real	vae_1_two	naive-B-cells_NOVERSHTERN_3	-0.8629737179726362	-0.2972641743725006
1164	real	vae_1_three	Erythrocytes_HPCA_1	-0.5892492085695267	-0.29368376889023085
381	real	vae_0_three	Pericytes_FANTOM_1	-0.2678229995071888	-0.2900971841285796
2056	real	vae_2	CD8+-Tem_BLUEPRINT_2	-6.551287245587446	-0.28935475032483504
384	real	vae_0_three	Plasma-cells_BLUEPRINT_1	-0.14219748973846436	-0.28857938492164015
2287	real	vae_2	Myocytes_ENCODE_2	-0.6088772183284163	-0.28464335794951107
1728	real	vae_1_two	Macrophages-M1_BLUEPRINT_1	-0.15817155130207539	-0.2835724113082707
955	real	vae_0_two	mv-Endothelial-cells_HPCA_2	-1.3167633935809135	-0.2821116990505892
82	real	vae_0_three	CD8+-T-cells_HPCA_2	-1.0125644952058792	-0.28070442874267276
698	real	vae_0_two	GMP_NOVERSHTERN_3	-0.2180149294435978	-0.2799379827413174
466	real	vae_0_three	mv-Endothelial-cells_HPCA_2	-1.0360035933554173	-0.2750746860251666
2380	real	vae_2	Th1-cells_IRIS_2	-0.36003827722743154	-0.27502741267127107
600	real	vae_0_two	CLP_BLUEPRINT_1	-0.4192597568035126	-0.2747228896626198
2108	real	vae_2	Endothelial-cells_BLUEPRINT_3	-6.1738507157424465	-0.27289863341458165
567	real	vae_0_two	CD8+-T-cells_FANTOM_1	-1.912029220839031	-0.2720716300208224
563	real	vae_0_two	CD4+-naive-T-cells_NOVERSHTERN_3	-0.7689573252573609	-0.2705931671648146
2400	real	vae_2	cDC_HPCA_1	-0.46851243078708654	-0.2705704698006878
201	real	vae_0_three	GMP_BLUEPRINT_1	-2.384851255454123	-0.26165658464132435
102	real	vae_0_three	CD8+-Tem_HPCA_1	-4.475493531906977	-0.25868704071833054
1485	real	vae_1_two	B-cells_HPCA_1	-0.3392621334642172	-0.25744311513319224
2174	real	vae_2	HSC_NOVERSHTERN_3	-0.3249387666583061	-0.2562861743102705
1721	real	vae_1_two	MPP_NOVERSHTERN_3	0.0	-0.2546828016290139
547	real	vae_0_two	CD4+-memory-T-cells_FANTOM_2	-0.3807931374758482	-0.2538649538476386
1860	real	vae_1_two	Platelets_HPCA_1	-0.37289053725544363	-0.2487293821958253
877	real	vae_0_two	Plasma-cells_HPCA_2	-1.85822862572968	-0.24537355220267743
469	real	vae_0_three	naive-B-cells_BLUEPRINT_2	-0.4748675860464573	-0.24523710112239525
141	real	vae_0_three	DC_FANTOM_1	-0.5167649872601032	-0.24017567219726332
1279	real	vae_1_three	Memory-B-cells_BLUEPRINT_2	-2.6980349575169384	-0.23273407563083606
1539	real	vae_1_two	CD4+-naive-T-cells_NOVERSHTERN_1	0.03780203778296708	-0.23126783815515412
1069	real	vae_1_three	CD8+-Tcm_BLUEPRINT_2	-1.368987787514925	-0.23120055348300725
2102	real	vae_2	DC_HPCA_3	-0.47817883640527725	-0.22983103998811796
687	real	vae_0_two	Fibroblasts_HPCA_1	-1.7254935402888805	-0.2279466733935753
1656	real	vae_1_two	Erythrocytes_NOVERSHTERN_1	-1.3846952661406249	-0.22561432301005602
121	real	vae_0_three	CMP_NOVERSHTERN_2	-0.4824401028454304	-0.22450982916560452
1750	real	vae_1_two	Macrophages_IRIS_2	-0.4957900941371918	-0.22280514007179375
1483	real	vae_1_two	B-cells_FANTOM_2	-0.329379191622138	-0.22226189802173424
1979	real	vae_2	B-cells_NOVERSHTERN_3	-2.469025958329439	-0.21873135920982212
237	real	vae_0_three	MEP_HPCA_1	-0.37024166341871023	-0.21831216846618595
2055	real	vae_2	CD8+-Tem_BLUEPRINT_1	-0.45438794791698456	-0.21719507902413138
1065	real	vae_1_three	CD8+-T-cells_NOVERSHTERN_1	-0.7570236590690911	-0.2089537162943414
2286	real	vae_2	Myocytes_ENCODE_1	-0.4717371603474021	-0.2040790327898616
1630	real	vae_1_two	Eosinophils_BLUEPRINT_2	0.1826106901280582	-0.20324784633143286
1119	real	vae_1_three	DC_FANTOM_1	-0.30206048861145973	-0.19653468019681658
53	real	vae_0_three	CD4+-Tem_HPCA_3	-0.3575054630637169	-0.19191958056049274
217	real	vae_0_three	HSC_NOVERSHTERN_2	-0.4074234366416931	-0.1890099904982761
1942	real	vae_1_two	naive-B-cells_NOVERSHTERN_2	-0.6334547623991966	-0.18780423834571291
2259	real	vae_2	Memory-B-cells_HPCA_1	-1.082566749304533	-0.18585289978611647
1030	real	vae_1_three	CD4+-Tem_HPCA_2	-0.8573674373328686	-0.18534995130333315
1367	real	vae_1_three	Plasma-cells_HPCA_3	-0.18029443314298987	-0.18475715834394071
1378	real	vae_1_three	Preadipocytes_FANTOM_2	-0.19052927941083908	-0.18315037145705515
65	real	vae_0_three	CD4+-naive-T-cells_FANTOM_3	-0.19851213693618774	-0.18274381125639028
1608	real	vae_1_two	DC_FANTOM_1	0.0892576612532139	-0.18180104152884125
2295	real	vae_2	NK-cells_FANTOM_1	-0.7811202555894852	-0.18165291753566434
1977	real	vae_2	B-cells_NOVERSHTERN_1	-2.610878273844719	-0.1798061062972629
1890	real	vae_1_two	Th1-cells_IRIS_1	-0.012048687669448561	-0.17943151031756707
2168	real	vae_2	HSC_BLUEPRINT_3	-0.9161842344328761	-0.17915025750072136
1459	real	vae_1_three	pDC_NOVERSHTERN_2	-0.4266658630222082	-0.17807112632477107
1777	real	vae_1_two	Mesangial-cells_ENCODE_2	0.12703997641801834	-0.17795485133428782
1012	real	vae_1_three	CD4+-T-cells_FANTOM_2	-0.20862727053463462	-0.17749296052931207
397	real	vae_0_three	Preadipocytes_ENCODE_2	-0.4553480762988329	-0.17710535729041
873	real	vae_0_two	Plasma-cells_BLUEPRINT_1	-0.1354980133473873	-0.1770913930807248
1126	real	vae_1_three	DC_IRIS_2	-1.0136428996920586	-0.1767776936302746
691	real	vae_0_two	GMP_BLUEPRINT_2	-3.545589533634484	-0.1760616528298572
88	real	vae_0_three	CD8+-T-cells_NOVERSHTERN_2	-0.18723531067371368	-0.17481430308026769
424	real	vae_0_three	Th1-cells_IRIS_2	-0.19144542142748833	-0.1733461931557359
383	real	vae_0_three	Pericytes_FANTOM_3	-0.1370471864938736	-0.17279816146112476
999	real	vae_1_three	B-cells_NOVERSHTERN_1	-2.283868048689328	-0.17000247102996113
1193	real	vae_1_three	HSC_FANTOM_3	0.0897263716906309	-0.1643025006183243
1744	real	vae_1_two	Macrophages_FANTOM_2	-0.24580034241080287	-0.1637840175520208
704	real	vae_0_two	HSC_FANTOM_3	-0.390563003718853	-0.16156531028251514
2124	real	vae_2	Eosinophils_NOVERSHTERN_1	-0.8754533529281616	-0.16093605402081818
77	real	vae_0_three	CD8+-T-cells_BLUEPRINT_3	-0.7045525349676609	-0.1605279154414984
1489	real	vae_1_two	B-cells_NOVERSHTERN_2	-0.6407343335449696	-0.15647223259040358
193	real	vae_0_three	Fibroblasts_ENCODE_2	-2.144843026995659	-0.15624391559851264
1020	real	vae_1_three	CD4+-Tcm_HPCA_1	-0.9891238381242147	-0.15325766183062084
2122	real	vae_2	Eosinophils_FANTOM_2	-1.6115521444007754	-0.15297948714782214
1891	real	vae_1_two	Th1-cells_IRIS_2	-0.11536321975290775	-0.1519385079272969
1577	real	vae_1_two	CD8+-naive-T-cells_HPCA_3	-0.002588871866464615	-0.14725636920382532
1756	real	vae_1_two	Megakaryocytes_BLUEPRINT_2	0.08455508947372438	-0.14576051066386297
1713	real	vae_1_two	MPP_ENCODE_1	-0.15540870651602745	-0.14333329873319353
1273	real	vae_1_three	Melanocytes_ENCODE_2	-0.6284148646518588	-0.1413288921551409
1527	real	vae_1_two	CD4+-memory-T-cells_IRIS_1	0.20948860049247742	-0.14107870289075017
2039	real	vae_2	CD8+-T-cells_HPCA_3	-0.8313036188483238	-0.14032601116414156
507	real	vae_0_two	B-cells_HPCA_1	-1.6745342356152833	-0.13954806729718217
1768	real	vae_1_two	Memory-B-cells_BLUEPRINT_2	-1.1746007278561594	-0.13912898920001282
151	real	vae_0_three	Endothelial-cells_BLUEPRINT_2	-0.30375057831406593	-0.13888550002908553
1528	real	vae_1_two	CD4+-memory-T-cells_IRIS_2	0.022732431069016457	-0.13874582387249432
1363	real	vae_1_three	Plasma-cells_BLUEPRINT_2	-4.330442258535186	-0.1386444121963126
2105	real	vae_2	DC_IRIS_3	-1.0231337919831276	-0.13807214742328472
1549	real	vae_1_two	CD8+-T-cells_HPCA_2	0.017173958010971532	-0.13653544314331764
571	real	vae_0_two	CD8+-T-cells_HPCA_2	-1.1207523718476295	-0.13514141439508973
610	real	vae_0_two	CMP_NOVERSHTERN_2	-0.5946359187364578	-0.13161260981298892
110	real	vae_0_three	CD8+-naive-T-cells_HPCA_3	-0.6966330055147409	-0.13146068196612648
1862	real	vae_1_two	Platelets_HPCA_3	0.0	-0.1255323901020957
267	real	vae_0_three	Macrophages-M2_BLUEPRINT_1	-3.017725304234773	-0.12280761842716999
2097	real	vae_2	DC_FANTOM_1	-0.6565067153424025	-0.11943498789327431
323	real	vae_0_three	Monocytes_HPCA_3	-3.3053605480236	-0.11789919100547668
553	real	vae_0_two	CD4+-naive-T-cells_FANTOM_2	-2.6057025478221476	-0.11549575466869223
2225	real	vae_2	Macrophages-M2_BLUEPRINT_3	-1.910538607276976	-0.115117342178554
1611	real	vae_1_two	DC_HPCA_1	0.020783342421054854	-0.11468440813458827
1911	real	vae_1_two	cDC_HPCA_1	-0.13752060383558273	-0.11392869815774356
1703	real	vae_1_two	MEP_BLUEPRINT_3	0.10727881267666817	-0.1137623415796233
628	real	vae_0_two	DC_BLUEPRINT_2	-0.3323463946580887	-0.10957350100830221
2172	real	vae_2	HSC_NOVERSHTERN_1	-0.31349798012524843	-0.10955580916135894
580	real	vae_0_two	CD8+-Tcm_BLUEPRINT_2	-1.4163690768182278	-0.10692531512654593
2095	real	vae_2	DC_BLUEPRINT_2	-0.25013361126184464	-0.10206001070944135
842	real	vae_0_two	NKT_NOVERSHTERN_3	-0.18159400671720505	-0.10127730237145685
243	real	vae_0_three	MPP_BLUEPRINT_1	-1.3879476580768824	-0.09935702485510965
2235	real	vae_2	Macrophages_HPCA_1	-4.510566941462457	-0.0990979498334129
1805	real	vae_1_two	NK-cells_BLUEPRINT_3	-0.47643675841391087	-0.09735535644061988
2267	real	vae_2	Mesangial-cells_ENCODE_3	-2.890522515401244	-0.09695769459778028
685	real	vae_0_two	Fibroblasts_FANTOM_2	-0.7906222082674503	-0.09593932809282739
2144	real	vae_2	Erythrocytes_HPCA_3	-0.6192248719744384	-0.0957109847304261
652	real	vae_0_two	Eosinophils_BLUEPRINT_2	-0.39973612129688263	-0.09272498047872964
1287	real	vae_1_three	Mesangial-cells_ENCODE_1	-0.016795660369098207	-0.08671040994458207
1887	real	vae_1_two	Tgd-cells_HPCA_1	-0.3156989086419344	-0.08670892066393865
1161	real	vae_1_three	Erythrocytes_FANTOM_1	-0.4413908189162612	-0.08572673299641832
1745	real	vae_1_two	Macrophages_FANTOM_3	-0.3676263114903122	-0.08485385651233282
1629	real	vae_1_two	Eosinophils_BLUEPRINT_1	-0.0006308648735284528	-0.08428340800187417
659	real	vae_0_two	Eosinophils_NOVERSHTERN_3	-0.4687900263816118	-0.08343659767273283
587	real	vae_0_two	CD8+-Tcm_NOVERSHTERN_3	-0.4434135667979717	-0.07919002574203572
998	real	vae_1_three	B-cells_HPCA_3	-0.40125077962875366	-0.07820392138358145
706	real	vae_0_two	HSC_NOVERSHTERN_2	-0.390563003718853	-0.07414398445444055
542	real	vae_0_two	CD4+-Tem_HPCA_3	-0.3592614121735096	-0.07377011502071981
697	real	vae_0_two	GMP_NOVERSHTERN_2	-0.2180149294435978	-0.07256873461646463
2265	real	vae_2	Mesangial-cells_ENCODE_1	-0.5929324105381966	-0.07089905452699308
629	real	vae_0_two	DC_BLUEPRINT_3	-0.17548386752605438	-0.07064713299059547
1853	real	vae_1_two	Plasma-cells_BLUEPRINT_3	0.15581996716355218	-0.0705491709033738
1237	real	vae_1_three	MSC_HPCA_2	-0.0903505105525255	-0.07006418163544689
146	real	vae_0_three	DC_HPCA_3	-0.3732214719057083	-0.07000261668091425
150	real	vae_0_three	Endothelial-cells_BLUEPRINT_1	-0.30375057831406593	-0.06847361255179168
1187	real	vae_1_three	GMP_NOVERSHTERN_3	-0.26530908048152924	-0.0645578358113779
1406	real	vae_1_three	Th2-cells_IRIS_3	-0.3459807559847832	-0.06353651986242441
1706	real	vae_1_two	MEP_HPCA_3	-0.14374968595802784	-0.05694328412663543
1901	real	vae_1_two	Tregs_FANTOM_3	-0.0728697283193469	-0.056019526933369646
2237	real	vae_2	Macrophages_HPCA_3	-3.899145728908479	-0.054116911953788274
987	real	vae_1_three	Astrocytes_ENCODE_1	-1.469684982439503	-0.05385707438687367
64	real	vae_0_three	CD4+-naive-T-cells_FANTOM_2	-2.033082995098084	-0.05018795720465543
1761	real	vae_1_two	Melanocytes_ENCODE_1	-0.23357189260423183	-0.048720582654989714
1947	real	vae_1_two	pDC_NOVERSHTERN_1	-0.07415049895644188	-0.04817411165487388
2163	real	vae_2	GMP_NOVERSHTERN_1	-0.18689654022455215	-0.0470997732265375
1452	real	vae_1_three	naive-B-cells_NOVERSHTERN_1	-1.4596297647804022	-0.044616645491782965
1820	real	vae_1_two	NKT_NOVERSHTERN_3	0.04858543165028096	-0.0430459924622054
734	real	vae_0_two	MPP_BLUEPRINT_3	-2.50355083681643	-0.04168655559918971
1080	real	vae_1_three	CD8+-Tem_HPCA_1	-4.906880817434285	-0.04152748499088734
1181	real	vae_1_three	GMP_BLUEPRINT_3	-1.1324278368847445	-0.040775364142552846
1548	real	vae_1_two	CD8+-T-cells_HPCA_1	0.06494303699582815	-0.039973540878855546
1729	real	vae_1_two	Macrophages-M1_BLUEPRINT_2	-0.21913556871004403	-0.03792920557273139
470	real	vae_0_three	naive-B-cells_BLUEPRINT_3	-0.20334673672914505	-0.03780743799289517
1043	real	vae_1_three	CD4+-naive-T-cells_FANTOM_3	-0.43094575428403914	-0.035092660712173714
1537	real	vae_1_two	CD4+-naive-T-cells_IRIS_2	0.09981790184974672	-0.03234960724339853
2292	real	vae_2	NK-cells_BLUEPRINT_1	-0.4655558951199055	-0.031816013967897044
1262	real	vae_1_three	Macrophages_IRIS_3	-0.5023357565514743	-0.030686013257204096
307	real	vae_0_three	Memory-B-cells_IRIS_2	-0.5119967373320833	-0.029611380829889313
1989	real	vae_2	CD4+-T-cells_FANTOM_1	-0.7793420233065262	-0.02764751265341929
800	real	vae_0_two	Mesangial-cells_ENCODE_3	-2.9370281640440226	-0.027646549583637697
1051	real	vae_1_three	CD4+-naive-T-cells_NOVERSHTERN_2	-0.19628038071095943	-0.027507630824256463
1754	real	vae_1_two	Mast-cells_FANTOM_3	-0.14198997500352567	-0.026396215868985197
1108	real	vae_1_three	Chondrocytes_HPCA_2	-0.17565851472318172	-0.02078633120228891
1417	real	vae_1_three	aDC_HPCA_2	-0.47082407027482986	-0.018953031803148886
1858	real	vae_1_two	Plasma-cells_IRIS_2	0.21904295054264367	-0.012333412209166197
1017	real	vae_1_three	CD4+-Tcm_BLUEPRINT_1	-0.7422217276180163	-0.01227930035616185
1505	real	vae_1_two	CD4+-T-cells_HPCA_3	-0.048491338966414325	-0.012125213386213874
148	real	vae_0_three	DC_IRIS_2	-1.007561000296846	-0.011207638228237188
1039	real	vae_1_three	CD4+-memory-T-cells_IRIS_2	-0.31449191458523273	-0.010813356111402436
1320	real	vae_1_three	NK-cells_HPCA_1	-1.8093307930976152	-0.01030743468418656
